Species,Genotype,Replicate,Genotype_Replicate,Treatment,Photo_Number,Random_Number,Measurement,Result
Ofav,Red,2,Red2,HS,,,Zooxarea,0.637389431
Ofav,Red,2,Red2,HS,,,Zooxarea,0.427135472
Ofav,Red,2,Red2,HS,,,Zooxarea,0.609781886
Ofav,Red,2,Red2,HS,,,Zooxarea,0.642290172
Ofav,Red,2,Red2,HS,,,Zooxarea,0.494041311
Ofav,Red,2,Red2,HS,,,Zooxarea,0.398583022
Ofav,Red,2,Red2,HS,,,Zooxarea,0.519531102
Ofav,Red,2,Red2,HS,,,Zooxarea,0.505011899
Ofav,Red,2,Red2,HS,,,Zooxarea,0.547299629
Ofav,Red,2,Red2,HS,,,Zooxarea,0.427121905
Ofav,Red,2,Red2,HS,,,Zooxarea,0.701893493
Ofav,Red,2,Red2,HS,,,Zooxarea,0.453588033
Ofav,Red,2,Red2,HS,,,Zooxarea,0.608392764
Ofav,Red,2,Red2,HS,,,Zooxarea,0.577405816
Ofav,Red,2,Red2,HS,,,Zooxarea,0.694749979
Ofav,Red,2,Red2,HS,,,Zooxarea,0.689522302
Ofav,Red,2,Red2,HS,,,Zooxarea,0.669177317
Ofav,Red,2,Red2,HS,,,Zooxarea,0.693354258
Ofav,Red,2,Red2,HS,,,Zooxarea,0.603893122
Ofav,Red,2,Red2,HS,,,Zooxarea,0.644516641
Ofav,Red,2,Red2,HS,,,Zooxarea,0.630183407
Ofav,Red,3,Red3,HS,1,12,Exopercent,0
Ofav,Red,3,Red3,HS,1,,Gastrosep,NA
Ofav,Red,3,Red3,HS,2,10,Exopercent,0
Ofav,Red,3,Red3,HS,2,,Gastrosep,0
Ofav,Red,3,Red3,HS,3,4,Exopercent,0
Ofav,Red,3,Red3,HS,3,,Gastrosep,0
Ofav,Red,3,Red3,HS,4,8,Exopercent,0.130434783
Ofav,Red,3,Red3,HS,4,,Gastrosep,0
Ofav,Red,3,Red3,HS,5,4,Exopercent,0
Ofav,Red,3,Red3,HS,5,,Gastrosep,0
Ofav,Red,3,Red3,HS,6,9,Exopercent,0.047619048
Ofav,Red,3,Red3,HS,6,,Gastrosep,23.264
Ofav,Red,3,Red3,HS,7,1,Exopercent,0.090909091
Ofav,Red,3,Red3,HS,7,,Gastrosep,13.153
Ofav,Red,3,Red3,HS,8,10,Exopercent,0.1
Ofav,Red,3,Red3,HS,8,,Gastrosep,17.761
Ofav,Red,3,Red3,HS,9,6,Exopercent,0
Ofav,Red,3,Red3,HS,9,,Gastrosep,0
Ofav,Red,3,Red3,HS,10,12,Exopercent,0
Ofav,Red,3,Red3,HS,10,,Gastrosep,0
Ofav,Red,3,Red3,HS,,,Zooxarea,0.586328536
Ofav,Red,3,Red3,HS,,,Zooxarea,0.62290991
Ofav,Red,3,Red3,HS,,,Zooxarea,0.519033949
Ofav,Red,3,Red3,HS,,,Zooxarea,0.554579127
Ofav,Red,3,Red3,HS,,,Zooxarea,0.506390421
Ofav,Red,3,Red3,HS,,,Zooxarea,0.559385941
Ofav,Red,3,Red3,HS,,,Zooxarea,0.567129709
Ofav,Red,3,Red3,HS,,,Zooxarea,0.384332871
Ofav,Red,3,Red3,HS,,,Zooxarea,0.172111036
Ofav,Red,3,Red3,HS,,,Zooxarea,0.55343974
Ofav,Red,3,Red3,HS,,,Zooxarea,0.405440479
Ofav,Red,3,Red3,HS,,,Zooxarea,0.236594654
Ofav,Red,3,Red3,HS,,,Zooxarea,0.486414342
Ofav,Red,3,Red3,HS,,,Zooxarea,0.441954205
Ofav,Red,3,Red3,HS,,,Zooxarea,0.657696921
Ofav,Red,3,Red3,HS,,,Zooxarea,0.648247486
Ofav,Red,3,Red3,HS,,,Zooxarea,0.730780968
Ofav,Red,3,Red3,HS,,,Zooxarea,0.549743564
Ofav,Red,3,Red3,HS,,,Zooxarea,0.404396685
Ofav,Red,3,Red3,HS,,,Zooxarea,0.487882823
Ofav,Red,3,Red3,HS,,,Zooxarea,0.596522898
Ofav,Red,3,Red3,HS,,,Zooxarea,0.654873589
Ofav,Red,3,Red3,HS,,,Zooxarea,0.705879067
Ofav,Red,3,Red3,HS,,,Zooxarea,0.600891846
Ofav,Red,3,Red3,HS,,,Zooxarea,0.639013657
Ofav,Yellow,2,Yellow2,HS,1,8,Exopercent,0
Ofav,Yellow,2,Yellow2,HS,1,,Gastrosep,11.811
Ofav,Yellow,2,Yellow2,HS,2,2,Exopercent,0
Ofav,Yellow,2,Yellow2,HS,2,,Gastrosep,10.389
Ofav,Yellow,2,Yellow2,HS,3,8,Exopercent,0
Ofav,Yellow,2,Yellow2,HS,3,,Gastrosep,0
Ofav,Yellow,2,Yellow2,HS,4,2,Exopercent,0
Ofav,Yellow,2,Yellow2,HS,4,,Gastrosep,17.826
Ofav,Yellow,2,Yellow2,HS,5,10,Exopercent,0
Ofav,Yellow,2,Yellow2,HS,5,,Gastrosep,0
Ofav,Yellow,2,Yellow2,HS,6,12,Exopercent,0
Ofav,Yellow,2,Yellow2,HS,6,,Gastrosep,0
Ofav,Yellow,2,Yellow2,HS,7,5,Exopercent,0
Ofav,Yellow,2,Yellow2,HS,7,,Gastrosep,0
Ofav,Yellow,2,Yellow2,HS,8,12,Exopercent,0
Ofav,Yellow,2,Yellow2,HS,8,,Gastrosep,0
Ofav,Yellow,2,Yellow2,HS,9,3,Exopercent,0
Ofav,Yellow,2,Yellow2,HS,9,,Gastrosep,0
Ofav,Yellow,2,Yellow2,HS,10,10,Exopercent,0.166666667
Ofav,Yellow,2,Yellow2,HS,10,,Gastrosep,0
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.494296634
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.627067059
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.623472025
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.723056448
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.556538901
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.616374613
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.724179781
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.531043442
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.606774189
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.685900959
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.462442905
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.640450867
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.756641771
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.649667544
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.753281947
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.893648825
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.518497716
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.496134265
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.587609873
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.548721109
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.430735682
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.538388043
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.596435313
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.527519289
Ofav,Yellow,2,Yellow2,HS,,,Zooxarea,0.395572979
Mcav,Orange,1,Orange1,IDS,1,7,Exopercent,0
Mcav,Orange,1,Orange1,IDS,1,,Gastrosep,40.992
Mcav,Orange,1,Orange1,IDS,2,7,Exopercent,0
Mcav,Orange,1,Orange1,IDS,2,,Gastrosep,9.857
Mcav,Orange,1,Orange1,IDS,3,2,Exopercent,0
Mcav,Orange,1,Orange1,IDS,3,,Gastrosep,38.735
Mcav,Orange,1,Orange1,IDS,4,5,Exopercent,0.5
Mcav,Orange,1,Orange1,IDS,4,,Gastrosep,55.739
Mcav,Orange,1,Orange1,IDS,5,6,Exopercent,0
Mcav,Orange,1,Orange1,IDS,5,,Gastrosep,23.031
Mcav,Orange,1,Orange1,IDS,6,7,Exopercent,0.142857143
Mcav,Orange,1,Orange1,IDS,6,,Gastrosep,56.82
Mcav,Orange,1,Orange1,IDS,7,2,Exopercent,0.142857143
Mcav,Orange,1,Orange1,IDS,7,,Gastrosep,0
Mcav,Orange,1,Orange1,IDS,8,11,Exopercent,0.2
Mcav,Orange,1,Orange1,IDS,8,,Gastrosep,8.504
Mcav,Orange,1,Orange1,IDS,9,10,Exopercent,0
Mcav,Orange,1,Orange1,IDS,9,,Gastrosep,0
Mcav,Orange,1,Orange1,IDS,10,10,Exopercent,0.222222222
Mcav,Orange,1,Orange1,IDS,10,,Gastrosep,0
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.44972055
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.537505822
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.646311854
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.641499445
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.48645156
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.634757798
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.407592298
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.359083899
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.4515588
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.415721115
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.509762509
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.43448025
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.678559186
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.395773844
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.562751254
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.370506484
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.391033442
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.4944111
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.373640693
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.530111289
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.551224339
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.422130415
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.609898786
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.362627528
Mcav,Orange,1,Orange1,IDS,,,Zooxarea,0.556068074
Mcav,Red,1,Red1,IDS,1,7,Exopercent,0
Mcav,Red,1,Red1,IDS,1,,Gastrosep,20.576
Mcav,Red,1,Red1,IDS,2,1,Exopercent,0
Mcav,Red,1,Red1,IDS,2,,Gastrosep,34.174
Mcav,Red,1,Red1,IDS,3,9,Exopercent,0
Mcav,Red,1,Red1,IDS,3,,Gastrosep,27.465
Mcav,Red,1,Red1,IDS,4,4,Exopercent,0.166666667
Mcav,Red,1,Red1,IDS,4,,Gastrosep,36.46
Mcav,Red,1,Red1,IDS,5,6,Exopercent,0
Mcav,Red,1,Red1,IDS,5,,Gastrosep,0
Mcav,Red,1,Red1,IDS,6,11,Exopercent,0.210526316
Mcav,Red,1,Red1,IDS,6,,Gastrosep,47.093
Mcav,Red,1,Red1,IDS,7,12,Exopercent,0.07
Mcav,Red,1,Red1,IDS,7,,Gastrosep,22.297
Mcav,Red,1,Red1,IDS,8,7,Exopercent,0
Mcav,Red,1,Red1,IDS,8,,Gastrosep,0
Mcav,Red,1,Red1,IDS,9,9,Exopercent,0.25
Mcav,Red,1,Red1,IDS,9,,Gastrosep,0
Mcav,Red,1,Red1,IDS,10,9,Exopercent,0.3
Mcav,Red,1,Red1,IDS,10,,Gastrosep,0
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.515475721
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.553617394
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.479087081
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.51971333
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.440039085
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.557027319
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.651946703
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.421416087
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.47072783
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.6864752
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.595508493
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.563326626
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.521048598
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.458613884
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.427683082
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.496709743
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.450966876
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.437583997
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.483275467
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.509010698
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.445761132
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.431565482
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.491907539
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.407055409
Mcav,Red,1,Red1,IDS,,,Zooxarea,0.567056774
Ofav,Orange,1,Orange1,IDS,1,7,Exopercent,0
Ofav,Orange,1,Orange1,IDS,1,,Gastrosep,NA
Ofav,Orange,1,Orange1,IDS,2,3,Exopercent,0.05
Ofav,Orange,1,Orange1,IDS,2,,Gastrosep,NA
Ofav,Orange,1,Orange1,IDS,3,10,Exopercent,0
Ofav,Orange,1,Orange1,IDS,3,,Gastrosep,NA
Ofav,Orange,1,Orange1,IDS,4,10,Exopercent,0
Ofav,Orange,1,Orange1,IDS,4,,Gastrosep,NA
Ofav,Orange,1,Orange1,IDS,5,7,Exopercent,0
Ofav,Orange,1,Orange1,IDS,5,,Gastrosep,0
Ofav,Orange,1,Orange1,IDS,6,8,Exopercent,0
Ofav,Orange,1,Orange1,IDS,6,,Gastrosep,0
Ofav,Orange,1,Orange1,IDS,7,2,Exopercent,0.2
Ofav,Orange,1,Orange1,IDS,7,,Gastrosep,0
Ofav,Orange,1,Orange1,IDS,8,9,Exopercent,0.052631579
Ofav,Orange,1,Orange1,IDS,8,,Gastrosep,25.615
Ofav,Orange,1,Orange1,IDS,9,1,Exopercent,0.8
Ofav,Orange,1,Orange1,IDS,9,,Gastrosep,0
Ofav,Orange,1,Orange1,IDS,10,9,Exopercent,0
Ofav,Orange,1,Orange1,IDS,10,,Gastrosep,NA
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.481954867
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.577687265
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.446880119
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.438296182
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.442947164
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.526826589
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.429278822
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.453000495
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.312439409
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.458188927
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.416038815
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.523777485
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.499179274
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.498494491
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.283378947
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.263684613
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.407199011
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.318228991
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.439481898
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.533285479
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.41551146
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.42932408
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.287506819
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.305931341
Ofav,Orange,1,Orange1,IDS,,,Zooxarea,0.447415362
Ofav,Orange,2,Orange2,IDS,1,10,Exopercent,0
Ofav,Orange,2,Orange2,IDS,1,,Gastrosep,NA
Ofav,Orange,2,Orange2,IDS,2,10,Exopercent,0
Ofav,Orange,2,Orange2,IDS,2,,Gastrosep,0
Ofav,Orange,2,Orange2,IDS,3,3,Exopercent,0
Ofav,Orange,2,Orange2,IDS,3,,Gastrosep,13.891
Ofav,Orange,2,Orange2,IDS,4,10,Exopercent,0
Ofav,Orange,2,Orange2,IDS,4,,Gastrosep,0
Ofav,Orange,2,Orange2,IDS,5,12,Exopercent,1
Ofav,Orange,2,Orange2,IDS,5,,Gastrosep,NA
Ofav,Orange,2,Orange2,IDS,6,8,Exopercent,0.333333333
Ofav,Orange,2,Orange2,IDS,6,,Gastrosep,0
Ofav,Orange,2,Orange2,IDS,7,9,Exopercent,0.6
Ofav,Orange,2,Orange2,IDS,7,,Gastrosep,24.187
Ofav,Orange,2,Orange2,IDS,8,6,Exopercent,0.166666667
Ofav,Orange,2,Orange2,IDS,8,,Gastrosep,16.77
Ofav,Orange,2,Orange2,IDS,9,3,Exopercent,0.181818182
Ofav,Orange,2,Orange2,IDS,9,,Gastrosep,31.27
Ofav,Orange,2,Orange2,IDS,10,7,Exopercent,0
Ofav,Orange,2,Orange2,IDS,10,,Gastrosep,0
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.557756815
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.526244024
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.50705321
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.578622756
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.457709414
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.59302653
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.531354937
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.402196274
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.45932332
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.402281987
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.362090191
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.568130994
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.563771748
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.426030152
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.419121568
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.404055302
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.547415577
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.354896599
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.531828711
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.316387162
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.386557695
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.324580432
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.417683838
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.583521755
Ofav,Orange,2,Orange2,IDS,,,Zooxarea,0.417940265
Ofav,Orange,3,Orange3,IDS,1,2,Exopercent,0
Ofav,Orange,3,Orange3,IDS,1,,Gastrosep,28.151
Ofav,Orange,3,Orange3,IDS,2,12,Exopercent,0
Ofav,Orange,3,Orange3,IDS,2,,Gastrosep,53.57
Ofav,Orange,3,Orange3,IDS,3,3,Exopercent,0
Ofav,Orange,3,Orange3,IDS,3,,Gastrosep,49.209
Ofav,Orange,3,Orange3,IDS,4,7,Exopercent,0
Ofav,Orange,3,Orange3,IDS,4,,Gastrosep,21.766
Ofav,Orange,3,Orange3,IDS,5,8,Exopercent,0.2
Ofav,Orange,3,Orange3,IDS,5,,Gastrosep,32.937
Ofav,Orange,3,Orange3,IDS,6,12,Exopercent,0
Ofav,Orange,3,Orange3,IDS,6,,Gastrosep,NA
Ofav,Orange,3,Orange3,IDS,7,1,Exopercent,0
Ofav,Orange,3,Orange3,IDS,7,,Gastrosep,0
Ofav,Orange,3,Orange3,IDS,8,5,Exopercent,0
Ofav,Orange,3,Orange3,IDS,8,,Gastrosep,0
Ofav,Orange,3,Orange3,IDS,9,4,Exopercent,0
Ofav,Orange,3,Orange3,IDS,9,,Gastrosep,15.267
Ofav,Orange,3,Orange3,IDS,10,6,Exopercent,0.142857143
Ofav,Orange,3,Orange3,IDS,10,,Gastrosep,29.547
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.353281563
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.480116382
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.46306151
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.587124613
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.595267766
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.324898929
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.502504619
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.459850875
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.407781519
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.620274631
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.596242637
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.466375604
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.490124031
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.553707182
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.455204373
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.460489671
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.391876283
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.481032533
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.437977483
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.473830378
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.44062108
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.566307389
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.580825313
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.438179074
Ofav,Orange,3,Orange3,IDS,,,Zooxarea,0.434132045
Ofav,Red,2,Red2,IDS,1,6,Exopercent,0
Ofav,Red,2,Red2,IDS,1,,Gastrosep,0
Ofav,Yellow,2,Yellow2,IDS,1,6,Exopercent,0
Ofav,Yellow,2,Yellow2,IDS,1,,Gastrosep,27.063
Ofav,Yellow,2,Yellow2,IDS,2,4,Exopercent,0
Ofav,Yellow,2,Yellow2,IDS,2,,Gastrosep,15.196
Ofav,Yellow,2,Yellow2,IDS,3,12,Exopercent,0
Ofav,Yellow,2,Yellow2,IDS,3,,Gastrosep,NA
Ofav,Yellow,2,Yellow2,IDS,4,8,Exopercent,0.076923077
Ofav,Yellow,2,Yellow2,IDS,4,,Gastrosep,27.46
Ofav,Yellow,2,Yellow2,IDS,5,8,Exopercent,0.5
Ofav,Yellow,2,Yellow2,IDS,5,,Gastrosep,0
Ofav,Yellow,2,Yellow2,IDS,6,7,Exopercent,0.25
Ofav,Yellow,2,Yellow2,IDS,6,,Gastrosep,0
Ofav,Yellow,2,Yellow2,IDS,7,6,Exopercent,0.142857143
Ofav,Yellow,2,Yellow2,IDS,7,,Gastrosep,30.739
Ofav,Yellow,2,Yellow2,IDS,8,5,Exopercent,0
Ofav,Yellow,2,Yellow2,IDS,8,,Gastrosep,0
Ofav,Yellow,2,Yellow2,IDS,9,11,Exopercent,0
Ofav,Yellow,2,Yellow2,IDS,9,,Gastrosep,0
Ofav,Yellow,2,Yellow2,IDS,10,12,Exopercent,1
Ofav,Yellow,2,Yellow2,IDS,10,,Gastrosep,NA
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.47300604
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.497146625
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.386540461
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.544440878
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.600183419
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.566876378
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.54083499
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.696787724
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.505724961
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.574466519
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.654531698
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.519680584
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.54160574
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.376685526
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.608958321
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.507018484
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.251777335
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.531702529
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.546204808
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.478010852
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.496781459
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.656435539
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.495442207
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.335429536
Ofav,Yellow,2,Yellow2,IDS,,,Zooxarea,0.467582596
Ofav,Yellow,3,Yellow3,IDS,1,4,Exopercent,0
Ofav,Yellow,3,Yellow3,IDS,1,,Gastrosep,14.782
Ofav,Yellow,3,Yellow3,IDS,2,3,Exopercent,0.2
Ofav,Yellow,3,Yellow3,IDS,2,,Gastrosep,33.48
Ofav,Yellow,3,Yellow3,IDS,3,6,Exopercent,0
Ofav,Yellow,3,Yellow3,IDS,3,,Gastrosep,0
Ofav,Yellow,3,Yellow3,IDS,4,11,Exopercent,0
Ofav,Yellow,3,Yellow3,IDS,4,,Gastrosep,41.738
Ofav,Yellow,3,Yellow3,IDS,5,4,Exopercent,0
Ofav,Yellow,3,Yellow3,IDS,5,,Gastrosep,0
Ofav,Yellow,3,Yellow3,IDS,6,12,Exopercent,0
Ofav,Yellow,3,Yellow3,IDS,6,,Gastrosep,28.305
Ofav,Yellow,3,Yellow3,IDS,7,11,Exopercent,0
Ofav,Yellow,3,Yellow3,IDS,7,,Gastrosep,0
Ofav,Yellow,3,Yellow3,IDS,8,3,Exopercent,1
Ofav,Yellow,3,Yellow3,IDS,8,,Gastrosep,20.772
Ofav,Yellow,3,Yellow3,IDS,9,9,Exopercent,0
Ofav,Yellow,3,Yellow3,IDS,9,,Gastrosep,12.532
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.334644309
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.513936881
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.251475728
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.277762928
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.426977474
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.356931709
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.34453815
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.535510033
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.425437217
Ofav,Yellow,3,Yellow3,IDS,,,Zooxarea,0.418521807
